sid,sentence
1799,"They could scarcely be supposed to         have any bearing on the death of Jacob, his old partner, for that was         Past, and this Ghost’s province was the Future."
1800,"Nor could he think         of any one immediately connected with himself, to whom he could apply         them."
1801,"But nothing doubting that to whomsoever they applied they had some         latent moral for his own improvement, he resolved to treasure up every         word he heard, and everything he saw;"
1802,and especially to observe the         shadow of himself when it appeared.
1803,"For he had an expectation that the         conduct of his future self would give him the clue he missed, and would         render the solution of these riddles easy."
1804,He looked about in that very place for his own image;
1805,"but another man         stood in his accustomed corner, and though the clock pointed to his         usual time of day for being there, he saw no likeness of himself among         the multitudes that poured in through the Porch."
1806,"It gave him little         surprise, however;"
1807,"for he had been revolving in his mind a change of         life, and thought and hoped he saw his new-born resolutions carried out         in this."
1808,"Quiet and dark, beside him stood the Phantom, with its outstretched         hand."
1809,"When he roused himself from his thoughtful quest, he fancied from         the turn of the hand, and its situation in reference to himself, that         the Unseen Eyes were looking at him keenly."
1810,"It made him shudder, and         feel very cold."
1811,"They left the busy scene, and went into an obscure part of the town,         where Scrooge had never penetrated before, although he recognised its         situation, and its bad repute."
1812,The ways were foul and narrow;
1813,the shops         and houses wretched;
1814,"the people half-naked, drunken, slipshod, ugly. "
1815,"       Alleys and archways, like so many cesspools, disgorged their offences of         smell, and dirt, and life, upon the straggling streets;"
1816,"and the whole         quarter reeked with crime, with filth, and misery."
1817,"Far in this den of infamous resort, there was a low-browed, beetling         shop, below a pent-house roof, where iron, old rags, bottles, bones, and         greasy offal, were bought."
1818,"Upon the floor within, were piled up heaps of         rusty keys, nails, chains, hinges, files, scales, weights, and refuse         iron of all kinds."
1819,"Secrets that few would like to scrutinise were bred         and hidden in mountains of unseemly rags, masses of corrupted fat, and         sepulchres of bones."
1820,"Sitting in among the wares he dealt in, by a         charcoal stove, made of old bricks, was a grey-haired rascal, nearly         seventy years of age;"
1821,"who had screened himself from the cold air         without, by a frousy curtaining of miscellaneous tatters, hung upon a         line;"
1822,and smoked his pipe in all the luxury of calm retirement.
1823,"Scrooge and the Phantom came into the presence of this man, just as a         woman with a heavy bundle slunk into the shop."
1824,"But she had scarcely         entered, when another woman, similarly laden, came in too;"
1825,"and she was         closely followed by a man in faded black, who was no less startled by         the sight of them, than they had been upon the recognition of each         other."
1826,"After a short period of blank astonishment, in which the old man         with the pipe had joined them, they all three burst into a laugh."
1827,“Let the charwoman alone to be the first!”
1828,cried she who had         entered first.
1829,“Let the laundress alone to be the second;
1830,and let         the undertaker’s man alone to be the third.
1831,"Look here, old Joe,         here’s a chance!"
1832,If we haven’t all three met here without         meaning it!”
1833,"“You couldn’t have met in a better place,” said old         Joe, removing his pipe from his mouth."
1834,“Come into the parlour.
1835,"You         were made free of it long ago, you know;"
1836,and the other two an’t         strangers.
1837,Stop till I shut the door of the shop.
1838,Ah!
1839,How it skreeks! 
1840,"       There an’t such a rusty bit of metal in the place as its own         hinges, I believe;"
1841,"and I’m sure there’s no such old bones         here, as mine."
1842,"Ha, ha!"
1843,"We’re all suitable to our calling, we’re         well matched."
1844,Come into the parlour.
1845,Come into the parlour.”
1846,The parlour was the space behind the screen of rags.
1847,"The old man raked         the fire together with an old stair-rod, and having trimmed his smoky         lamp (for it was night), with the stem of his pipe, put it in his mouth         again."
1848,"While he did this, the woman who had already spoken threw her bundle on         the floor, and sat down in a flaunting manner on a stool;"
1849,"crossing her         elbows on her knees, and looking with a bold defiance at the other two."
1850,“What odds then!
1851,"What odds, Mrs."
1852,Dilber?”
1853,said the woman. 
1854,       “Every person has a right to take care of themselves.
1855,He always did.”
1856,"“That’s true, indeed!”"
1857,said the laundress.
1858,“No         man more so.”
1859,"“Why then, don’t stand staring as if you was afraid, woman; "
1860,       who’s the wiser?
1861,"We’re not going to pick holes in each other’s         coats, I suppose?”"
1862,"“No, indeed!”"
1863,said Mrs.
1864,Dilber and the man together.
1865,“We         should hope not.”
1866,"“Very well, then!”"
1867,cried the woman.
1868,“That’s         enough.
1869,Who’s the worse for the loss of a few things like these? 
1870,"       Not a dead man, I suppose.”"
1871,"“No, indeed,” said Mrs."
1872,"Dilber, laughing."
1873,"“If he wanted to keep ’em after he was dead, a wicked old         screw,” pursued the woman, “why wasn’t he natural in         his lifetime?"
1874,"If he had been, he’d have had somebody to look after         him when he was struck with Death, instead of lying gasping out his last         there, alone by himself.”"
1875,"“It’s the truest word that ever was spoke,” said Mrs. "
1876,       Dilber.
1877,“It’s a judgment on him.”
1878,"“I wish it was a little heavier judgment,” replied the         woman;"
1879,"“and it should have been, you may depend upon it, if I         could have laid my hands on anything else."
1880,"Open that bundle, old Joe,         and let me know the value of it."
1881,Speak out plain.
1882,"I’m not afraid         to be the first, nor afraid for them to see it."
1883,"We know pretty well that         we were helping ourselves, before we met here, I believe."
1884,It’s no         sin.
1885,"Open the bundle, Joe.”"
1886,But the gallantry of her friends would not allow of this;
1887,"and the man in         faded black, mounting the breach first, produced his plunder."
1888,It         was not extensive.
1889,"A seal or two, a pencil-case, a pair of         sleeve-buttons, and a brooch of no great value, were all."
1890,"They were         severally examined and appraised by old Joe, who chalked the sums he was         disposed to give for each, upon the wall, and added them up into a total         when he found there was nothing more to come."
1891,"“That’s your account,” said Joe, “and I wouldn’t         give another sixpence, if I was to be boiled for not doing it."
1892,Who’s         next?”
1893,Mrs.
1894,Dilber was next.
1895,"Sheets and towels, a little wearing apparel, two         old-fashioned silver teaspoons, a pair of sugar-tongs, and a few boots. "
1896,       Her account was stated on the wall in the same manner.
1897,“I always give too much to ladies.
1898,"It’s a weakness of mine,         and that’s the way I ruin myself,” said old Joe."
1899,“That’s         your account.
1900,"If you asked me for another penny, and made it an open         question, I’d repent of being so liberal and knock off         half-a-crown.”"
1901,"“And now undo my bundle, Joe,” said the first woman."
1902,"Joe went down on his knees for the greater convenience of opening it,         and having unfastened a great many knots, dragged out a large and heavy         roll of some dark stuff."
1903,“What do you call this?”
1904,said Joe.
1905,“Bed-curtains!”
1906,“Ah!”
1907,"returned the woman, laughing and leaning forward on         her crossed arms."
1908,“Bed-curtains!”
1909,"“You don’t mean to say you took ’em down, rings and         all, with him lying there?”"
1910,said Joe.
1911,"“Yes I do,” replied the woman."
1912,“Why not?”
1913,"“You were born to make your fortune,” said Joe, “and         you’ll certainly do it.”"
1914,"“I certainly shan’t hold my hand, when I can get anything in         it by reaching it out, for the sake of such a man as He was, I promise         you, Joe,” returned the woman coolly."
1915,"“Don’t drop that         oil upon the blankets, now.”"
1916,“His blankets?”
1917,asked Joe.
1918,“Whose else’s do you think?”
1919,replied the woman. 
1920,"       “He isn’t likely to take cold without ’em, I dare say.”"
1921,“I hope he didn’t die of anything catching?
1922,Eh?”
1923,"said         old Joe, stopping in his work, and looking up."
1924,"“Don’t you be afraid of that,” returned the woman. "
1925,"       “I an’t so fond of his company that I’d loiter about         him for such things, if he did."
1926,Ah!
1927,you may look through that shirt till         your eyes ache;
1928,"but you won’t find a hole in it, nor a threadbare         place."
1929,"It’s the best he had, and a fine one too."
1930,"They’d have         wasted it, if it hadn’t been for me.”"
1931,“What do you call wasting of it?”
1932,asked old Joe.
1933,"“Putting it on him to be buried in, to be sure,” replied the         woman with a laugh."
1934,"“Somebody was fool enough to do it, but I took         it off again."
1935,"If calico an’t good enough for such a purpose, it         isn’t good enough for anything."
1936,It’s quite as becoming to         the body.
1937,He can’t look uglier than he did in that one.”
1938,Scrooge listened to this dialogue in horror.
1939,"As they sat grouped about         their spoil, in the scanty light afforded by the old man’s lamp,         he viewed them with a detestation and disgust, which could hardly have         been greater, though they had been obscene demons, marketing the corpse         itself."
1940,"“Ha, ha!”"
1941,"laughed the same woman, when old Joe, producing a         flannel bag with money in it, told out their several gains upon the         ground."
1942,"“This is the end of it, you see!"
1943,"He frightened every one         away from him when he was alive, to profit us when he was dead!"
1944,"Ha, ha,         ha!”"
1945,“Spirit!”
1946,"said Scrooge, shuddering from head to foot. "
1947,"       “I see, I see."
1948,The case of this unhappy man might be my own.
1949,"My         life tends that way, now."
1950,"Merciful Heaven, what is this!”"
1951,"He recoiled in terror, for the scene had changed, and now he almost         touched a bed:"
1952,"a bare, uncurtained bed:"
1953,"on which, beneath a ragged         sheet, there lay a something covered up, which, though it was dumb,         announced itself in awful language."
1954,"The room was very dark, too dark to be observed with any accuracy,         though Scrooge glanced round it in obedience to a secret impulse,         anxious to know what kind of room it was."
1955,"A pale light, rising in the         outer air, fell straight upon the bed;"
1956,"and on it, plundered and bereft,         unwatched, unwept, uncared for, was the body of this man."
1957,Scrooge glanced towards the Phantom.
1958,Its steady hand was pointed to the         head.
1959,"The cover was so carelessly adjusted that the slightest raising of         it, the motion of a finger upon Scrooge’s part, would have         disclosed the face."
1960,"He thought of it, felt how easy it would be to do,         and longed to do it;"
1961,but had no more power to withdraw the veil than to         dismiss the spectre at his side.
1962,"Oh cold, cold, rigid, dreadful Death, set up thine altar here, and dress         it with such terrors as thou hast at thy command:"
1963,for this is thy         dominion!
1964,"But of the loved, revered, and honoured head, thou canst not         turn one hair to thy dread purposes, or make one feature odious."
1965,It is         not that the hand is heavy and will fall down when released;
1966,it is not         that the heart and pulse are still;
1967,"but that the hand was open, generous, and true;"
1968,"the heart brave, warm, and tender;"
1969,and the         pulse a man’s.
1970,"Strike, Shadow, strike!"
1971,"And see his good deeds         springing from the wound, to sow the world with life immortal!"
1972,"No voice pronounced these words in Scrooge’s ears, and yet he         heard them when he looked upon the bed."
1973,"He thought, if this man could be         raised up now, what would be his foremost thoughts?"
1974,"Avarice,         hard-dealing, griping cares?"
1975,"They have brought him to a rich end, truly!"
1976,"He lay, in the dark empty house, with not a man, a woman, or a child, to         say that he was kind to me in this or that, and for the memory of one         kind word I will be kind to him."
1977,"A cat was tearing at the door, and         there was a sound of gnawing rats beneath the hearth-stone."
1978,"What they wanted in the room of death, and why they were so restless and         disturbed, Scrooge did not dare to think."
1979,“Spirit!”
1980,"he said, “this is a fearful place."
1981,"In         leaving it, I shall not leave its lesson, trust me."
1982,Let us go!”
1983,Still the Ghost pointed with an unmoved finger to the head.
1984,"“I understand you,” Scrooge returned, “and I would do         it, if I could."
1985,"But I have not the power, Spirit."
1986,I have not the power.”
1987,Again it seemed to look upon him.
1988,"“If there is any person in the town, who feels emotion caused by         this man’s death,” said Scrooge quite agonised, “show         that person to me, Spirit, I beseech you!”"
1989,"The Phantom spread its dark robe before him for a moment, like a wing; "
1990,"       and withdrawing it, revealed a room by daylight, where a mother and her         children were."
1991,"She was expecting some one, and with anxious eagerness;"
1992,for she walked         up and down the room;
1993,started at every sound;
1994,looked out from the         window;
1995,glanced at the clock;
1996,"tried, but in vain, to work with her         needle;"
1997,and could hardly bear the voices of the children in their play.
1998,At length the long-expected knock was heard.
1999,"She hurried to the door,         and met her husband;"
2000,"a man whose face was careworn and depressed, though         he was young."
2001,There was a remarkable expression in it now;
2002,"a kind of         serious delight of which he felt ashamed, and which he struggled to         repress."
2003,He sat down to the dinner that had been hoarding for him by the fire; 
2004,"       and when she asked him faintly what news (which was not until after a         long silence), he appeared embarrassed how to answer."
2005,“Is it good?”
2006,"she said, “or bad?”—to"
2007,help         him.
2008,"“Bad,” he answered."
2009,“We are quite ruined?”
2010,“No.
2011,"There is hope yet, Caroline.”"
2012,"“If he relents,” she said, amazed, “there is! "
2013,"       Nothing is past hope, if such a miracle has happened.”"
2014,"“He is past relenting,” said her husband."
2015,“He is dead.”
2016,She was a mild and patient creature if her face spoke truth;
2017,"but she was         thankful in her soul to hear it, and she said so, with clasped hands. "
2018,"       She prayed forgiveness the next moment, and was sorry;"
2019,but the first was         the emotion of her heart.
2020,"“What the half-drunken woman whom I told you of last night, said         to me, when I tried to see him and obtain a week’s delay;"
2021,and what         I thought was a mere excuse to avoid me;
2022,turns out to have been quite         true.
2023,"He was not only very ill, but dying, then.”"
2024,“To whom will our debt be transferred?”
2025,“I don’t know.
2026,But before that time we shall be ready with         the money;
2027,"and even though we were not, it would be a bad fortune indeed         to find so merciless a creditor in his successor."
2028,"We may sleep to-night         with light hearts, Caroline!”"
2029,Yes.
2030,"Soften it as they would, their hearts were lighter."
2031,"The children’s         faces, hushed and clustered round to hear what they so little         understood, were brighter;"
2032,and it was a happier house for this man’s         death!
2033,"The only emotion that the Ghost could show him, caused by the         event, was one of pleasure."
2034,"“Let me see some tenderness connected with a death,” said         Scrooge;"
2035,"“or that dark chamber, Spirit, which we left just now,         will be for ever present to me.”"
2036,The Ghost conducted him through several streets familiar to his feet; 
2037,"       and as they went along, Scrooge looked here and there to find himself,         but nowhere was he to be seen."
2038,They entered poor Bob Cratchit’s         house;
2039,the dwelling he had visited before;
2040,and found the mother and the         children seated round the fire.
2041,Quiet.
2042,Very quiet.
2043,"The noisy little Cratchits were as still as statues         in one corner, and sat looking up at Peter, who had a book before him. "
2044,       The mother and her daughters were engaged in sewing.
2045,But surely they         were very quiet!
2046,"“ ‘And He took a child, and set him in the midst of         them.’ ”"
2047,Where had Scrooge heard those words?
2048,He had not dreamed them.
2049,"The boy         must have read them out, as he and the Spirit crossed the threshold."
2050,Why         did he not go on?
2051,"The mother laid her work upon the table, and put her hand up to her         face."
2052,"“The colour hurts my eyes,” she said."
2053,The colour?
2054,"Ah, poor Tiny Tim!"
2055,"“They’re better now again,” said Cratchit’s         wife."
2056,“It makes them weak by candle-light;
2057,"and I wouldn’t         show weak eyes to your father when he comes home, for the world."
2058,It must         be near his time.”
2059,"“Past it rather,” Peter answered, shutting up his book. "
2060,"       “But I think he has walked a little slower than he used, these few         last evenings, mother.”"
2061,They were very quiet again.
2062,"At last she said, and in a steady, cheerful         voice, that only faltered once:"
2063,"“I have known him walk with—I have known him walk with Tiny         Tim upon his shoulder, very fast indeed.”"
2064,"“And so have I,” cried Peter."
2065,“Often.”
2066,"“And so have I,” exclaimed another."
2067,So had all.
2068,"“But he was very light to carry,” she resumed, intent upon         her work, “and his father loved him so, that it was no trouble:"
2069,no         trouble.
2070,And there is your father at the door!”
2071,She hurried out to meet him;
2072,"and little Bob in his comforter—he         had need of it, poor fellow—came in."
2073,"His tea was ready for him on         the hob, and they all tried who should help him to it most."
2074,"Then the two         young Cratchits got upon his knees and laid, each child a little cheek,         against his face, as if they said, “Don’t mind it, father. "
2075,       Don’t be grieved!”
2076,"Bob was very cheerful with them, and spoke pleasantly to all the family. "
2077,"       He looked at the work upon the table, and praised the industry and speed         of Mrs."
2078,Cratchit and the girls.
2079,"They would be done long before Sunday,         he said."
2080,“Sunday!
2081,"You went to-day, then, Robert?”"
2082,said his wife.
2083,"“Yes, my dear,” returned Bob."
2084,“I wish you could have         gone.
2085,It would have done you good to see how green a place it is.
2086,But         you’ll see it often.
2087,I promised him that I would walk there on a         Sunday.
2088,"My little, little child!”"
2089,cried Bob.
2090,“My little         child!”
2091,He broke down all at once.
2092,He couldn’t help it.
2093,"If he could have         helped it, he and his child would have been farther apart perhaps than         they were."
2094,"He left the room, and went up-stairs into the room above, which was         lighted cheerfully, and hung with Christmas."
2095,"There was a chair set close         beside the child, and there were signs of some one having been there,         lately."
2096,"Poor Bob sat down in it, and when he had thought a little and         composed himself, he kissed the little face."
2097,"He was reconciled to what         had happened, and went down again quite happy."
2098,"They drew about the fire, and talked;"
2099,the girls and mother working         still.
2100,Bob told them of the extraordinary kindness of Mr.
2101,"Scrooge’s         nephew, whom he had scarcely seen but once, and who, meeting him in the         street that day, and seeing that he looked a little—“just a         little down you know,” said Bob, inquired what had happened to         distress him."
2102,"“On which,” said Bob, “for he is the         pleasantest-spoken gentleman you ever heard, I told him."
2103,"‘I am         heartily sorry for it, Mr."
2104,"Cratchit,’ he said, ‘and heartily         sorry for your good wife.’"
2105,"By the bye, how he ever knew that ,         I don’t know.”"
2106,"“Knew what, my dear?”"
2107,"“Why, that you were a good wife,” replied Bob."
2108,“Everybody knows that!”
2109,said Peter.
2110,"“Very well observed, my boy!”"
2111,cried Bob.
2112,“I hope they         do.
2113,"‘Heartily sorry,’ he said, ‘for your good wife."
2114,"If         I can be of service to you in any way,’ he said, giving me his         card, ‘that’s where I live."
2115,Pray come to me.’
2116,"Now, it         wasn’t,” cried Bob, “for the sake of anything he might         be able to do for us, so much as for his kind way, that this was quite         delightful."
2117,"It really seemed as if he had known our Tiny Tim, and felt         with us.”"
2118,“I’m sure he’s a good soul!”
2119,said Mrs.
2120,Cratchit.
2121,"“You would be surer of it, my dear,” returned Bob, “if         you saw and spoke to him."
2122,I shouldn’t be at all surprised—mark         what I say!—if
2123,he got Peter a better situation.”
2124,"“Only hear that, Peter,” said Mrs."
2125,Cratchit.
2126,"“And then,” cried one of the girls, “Peter will be         keeping company with some one, and setting up for himself.”"
2127,“Get along with you!”
2128,"retorted Peter, grinning."
2129,"“It’s just as likely as not,” said Bob, “one of         these days;"
2130,"though there’s plenty of time for that, my dear."
2131,"But         however and whenever we part from one another, I am sure we shall none         of us forget poor Tiny Tim—shall we—or this first parting         that there was among us?”"
2132,"“Never, father!”"
2133,cried they all.
2134,"“And I know,” said Bob, “I know, my dears, that when         we recollect how patient and how mild he was;"
2135,"although he was a little,         little child;"
2136,"we shall not quarrel easily among ourselves, and forget         poor Tiny Tim in doing it.”"
2137,"“No, never, father!”"
2138,they all cried again.
2139,"“I am very happy,” said little Bob, “I am very happy!”"
2140,Mrs.
2141,"Cratchit kissed him, his daughters kissed him, the two young         Cratchits kissed him, and Peter and himself shook hands."
2142,"Spirit of Tiny         Tim, thy childish essence was from God!"
2143,"“Spectre,” said Scrooge, “something informs me that         our parting moment is at hand."
2144,"I know it, but I know not how."
2145,Tell me         what man that was whom we saw lying dead?”
2146,"The Ghost of Christmas Yet To Come conveyed him, as before—though         at a different time, he thought:"
2147,"indeed, there seemed no order in these         latter visions, save that they were in the Future—into the resorts         of business men, but showed him not himself."
2148,"Indeed, the Spirit did not         stay for anything, but went straight on, as to the end just now desired,         until besought by Scrooge to tarry for a moment."
2149,"“This court,” said Scrooge, “through which we hurry         now, is where my place of occupation is, and has been for a length of         time."
2150,I see the house.
2151,"Let me behold what I shall be, in days to come!”"
2152,The Spirit stopped;
2153,the hand was pointed elsewhere.
2154,"“The house is yonder,” Scrooge exclaimed."
2155,“Why do you         point away?”
2156,The inexorable finger underwent no change.
2157,"Scrooge hastened to the window of his office, and looked in."
2158,"It was an         office still, but not his."
2159,"The furniture was not the same, and the         figure in the chair was not himself."
2160,The Phantom pointed as before.
2161,"He joined it once again, and wondering why and whither he had gone,         accompanied it until they reached an iron gate."
2162,He paused to look round         before entering.
2163,A churchyard.
2164,"Here, then;"
2165,"the wretched man whose name he had now to         learn, lay underneath the ground."
2166,It was a worthy place.
2167,Walled in by         houses;
2168,"overrun by grass and weeds, the growth of vegetation’s         death, not life;"
2169,choked up with too much burying;
2170,fat with repleted         appetite.
2171,A worthy place!
2172,"The Spirit stood among the graves, and pointed down to One."
2173,He advanced         towards it trembling.
2174,"The Phantom was exactly as it had been, but he         dreaded that he saw new meaning in its solemn shape."
2175,"“Before I draw nearer to that stone to which you point,”         said Scrooge, “answer me one question."
2176,"Are these the shadows of         the things that Will be, or are they shadows of things that May be,         only?”"
2177,Still the Ghost pointed downward to the grave by which it stood.
2178,"“Men’s courses will foreshadow certain ends, to which, if         persevered in, they must lead,” said Scrooge."
2179,"“But if the         courses be departed from, the ends will change."
2180,Say it is thus with what         you show me!”
2181,The Spirit was immovable as ever.
2182,"Scrooge crept towards it, trembling as he went;"
2183,"and following the         finger, read upon the stone of the neglected grave his own name, Ebenezer Scrooge ."
2185,The Last of the Spirits
2186,“Am I that man who lay upon the bed?”
2187,"he cried, upon         his knees."
2188,"The finger pointed from the grave to him, and back again."
2189,"“No, Spirit!"
2190,"Oh no, no!”"
2191,The finger still was there.
2192,“Spirit!”
2193,"he cried, tight clutching at its robe, “hear         me!"
2194,I am not the man I was.
2195,I will not be the man I must have been but         for this intercourse.
2196,"Why show me this, if I am past all hope!”"
2197,For the first time the hand appeared to shake.
2198,"“Good Spirit,” he pursued, as down upon the ground he fell         before it:"
2199,"“Your nature intercedes for me, and pities me."
2200,"Assure         me that I yet may change these shadows you have shown me, by an altered         life!”"
2201,The kind hand trembled.
2202,"“I will honour Christmas in my heart, and try to keep it all the         year."
2203,"I will live in the Past, the Present, and the Future."
2204,The Spirits         of all Three shall strive within me.
2205,I will not shut out the lessons         that they teach.
2206,"Oh, tell me I may sponge away the writing on this         stone!”"
2207,"In his agony, he caught the spectral hand."
2208,"It sought to free itself, but         he was strong in his entreaty, and detained it."
2209,"The Spirit, stronger         yet, repulsed him."
2210,"Holding up his hands in a last prayer to have his fate reversed, he saw         an alteration in the Phantom’s hood and dress."
2211,"It shrunk,         collapsed, and dwindled down into a bedpost."
2213,STAVE  FIVE.
2215,THE END OF IT.
2217,Yes !
2218,and the bedpost was his own.
2219,"The bed was         his own, the room was his own."
2220,"Best and happiest of all, the Time before         him was his own, to make amends in!"
2221,"“I will live in the Past, the Present, and the Future!” "
2222,"       Scrooge repeated, as he scrambled out of bed."
2223,“The Spirits of all         Three shall strive within me.
2224,Oh Jacob Marley!
2225,"Heaven, and the Christmas         Time be praised for this!"
2226,"I say it on my knees, old Jacob;"
2227,on my knees!”
2228,"He was so fluttered and so glowing with his good intentions, that his         broken voice would scarcely answer to his call."
2229,"He had been sobbing         violently in his conflict with the Spirit, and his face was wet with         tears."
2230,"“They are not torn down,” cried Scrooge, folding one of his         bed-curtains in his arms, “they are not torn down, rings and all. "
2231,"       They are here—I am here—the shadows of the things that would         have been, may be dispelled."
2232,They will be.
2233,I know they will!”
2234,His hands were busy with his garments all this time;
2235,"turning them inside         out, putting them on upside down, tearing them, mislaying them, making         them parties to every kind of extravagance."
2236,“I don’t know what to do!”
2237,"cried Scrooge, laughing and         crying in the same breath;"
2238,and making a perfect Laocoön of himself with         his stockings.
2239,"“I am as light as a feather, I am as happy as an         angel, I am as merry as a schoolboy."
2240,I am as giddy as a drunken man.
2241,A         merry Christmas to everybody!
2242,A happy New Year to all the world.
2243,Hallo         here!
2244,Whoop!
2245,Hallo!”
2246,"He had frisked into the sitting-room, and was now standing there: "
2247,       perfectly winded.
2248,“There’s the saucepan that the gruel was in!”
2249,"cried         Scrooge, starting off again, and going round the fireplace."
2250,"“There’s         the door, by which the Ghost of Jacob Marley entered!"
2251,"There’s the         corner where the Ghost of Christmas Present, sat!"
2252,There’s the         window where I saw the wandering Spirits!
2253,"It’s all right, it’s         all true, it all happened."
2254,Ha ha ha!”
2255,"Really, for a man who had been out of practice for so many years, it was         a splendid laugh, a most illustrious laugh."
2256,"The father of a long, long         line of brilliant laughs!"
2257,“I don’t know what day of the month it is!”
2258,said         Scrooge.
2259,“I don’t know how long I’ve been among the         Spirits.
2260,I don’t know anything.
2261,I’m quite a baby.
2262,Never         mind.
2263,I don’t care.
2264,I’d rather be a baby.
2265,Hallo!
2266,Whoop! 
2267,       Hallo here!”
2268,He was checked in his transports by the churches ringing out the         lustiest peals he had ever heard.
2269,"Clash, clang, hammer;"
2270,"ding, dong,         bell."
2271,"Bell, dong, ding;"
2272,"hammer, clang, clash!"
2273,"Oh, glorious, glorious!"
2274,"Running to the window, he opened it, and put out his head."
2275,"No fog, no         mist;"
2276,"clear, bright, jovial, stirring, cold;"
2277,"cold, piping for the blood         to dance to;"
2278,Golden sunlight;
2279,Heavenly sky;
2280,sweet fresh air;
2281,merry         bells.
2282,"Oh, glorious!"
2283,Glorious!
2284,“What’s to-day!”
2285,"cried Scrooge, calling downward to a         boy in Sunday clothes, who perhaps had loitered in to look about him."
2286,“ Eh ?”
2287,"returned the boy, with all         his might of wonder."
2288,"“What’s to-day, my fine fellow?”"
2289,said Scrooge.
2290,“To-day!”
2291,replied the boy.
2292,"“Why, Christmas         Day .”"
2293,“It’s Christmas Day!”
2294,said Scrooge to himself.
2295,“I         haven’t missed it.
2296,The Spirits have done it all in one night.
2297,They         can do anything they like.
2298,Of course they can.
2299,Of course they can. 
2300,"       Hallo, my fine fellow!”"
2301,“Hallo!”
2302,returned the boy.
2303,"“Do you know the Poulterer’s, in the next street but one, at         the corner?”"
2304,Scrooge inquired.
2305,"“I should hope I did,” replied the lad."
2306,“An intelligent boy!”
2307,said Scrooge.
2308,“A remarkable boy! 
2309,       Do you know whether they’ve sold the prize Turkey that was hanging         up there?—Not
2310,the little prize Turkey:
2311,the big one?”
2312,"“What, the one as big as me?”"
2313,returned the boy.
2314,“What a delightful boy!”
2315,said Scrooge.
2316,“It’s a         pleasure to talk to him.
2317,"Yes, my buck!”"
2318,"“It’s hanging there now,” replied the boy."
2319,“Is it?”
2320,said Scrooge.
2321,“Go and buy it.”
2322,“Walk- er !”
2323,exclaimed the boy.
2324,"“No, no,” said Scrooge, “I am in earnest."
2325,"Go and buy         it, and tell ’em to bring it here, that I may give them the         direction where to take it."
2326,"Come back with the man, and I’ll give         you a shilling."
2327,Come back with him in less than five minutes and I’ll         give you half-a-crown!”
2328,The boy was off like a shot.
2329,He must have had a steady hand at a trigger         who could have got a shot off half so fast.
2330,“I’ll send it to Bob Cratchit’s!”
2331,"whispered         Scrooge, rubbing his hands, and splitting with a laugh."
2332,“He sha’n’t         know who sends it.
2333,It’s twice the size of Tiny Tim.
2334,Joe Miller         never made such a joke as sending it to Bob’s will be!”
2335,"The hand in which he wrote the address was not a steady one, but write         it he did, somehow, and went down-stairs to open the street door, ready         for the coming of the poulterer’s man."
2336,"As he stood there, waiting         his arrival, the knocker caught his eye."
2337,"“I shall love it, as long as I live!”"
2338,"cried Scrooge, patting         it with his hand."
2339,“I scarcely ever looked at it before.
2340,What an         honest expression it has in its face!
2341,It’s a wonderful knocker!—Here’s 
2342,       the Turkey!
2343,Hallo!
2344,Whoop!
2345,How are you!
2346,Merry Christmas!”
2347,It was a Turkey!
2348,"He never could have stood upon his legs, that         bird."
2349,"He would have snapped ’em short off in a minute, like sticks         of sealing-wax."
2350,"“Why, it’s impossible to carry that to Camden Town,”         said Scrooge."
2351,“You must have a cab.”
2352,"The chuckle with which he said this, and the chuckle with which he paid         for the Turkey, and the chuckle with which he paid for the cab, and the         chuckle with which he recompensed the boy, were only to be exceeded by         the chuckle with which he sat down breathless in his chair again, and         chuckled till he cried."
2353,"Shaving was not an easy task, for his hand continued to shake very much; "
2354,"       and shaving requires attention, even when you don’t dance while         you are at it."
2355,"But if he had cut the end of his nose off, he would have         put a piece of sticking-plaister over it, and been quite satisfied."
2356,"He dressed himself “all in his best,” and at last got out         into the streets."
2357,"The people were by this time pouring forth, as he had         seen them with the Ghost of Christmas Present;"
2358,"and walking with his         hands behind him, Scrooge regarded every one with a delighted smile."
2359,"He         looked so irresistibly pleasant, in a word, that three or four         good-humoured fellows said, “Good morning, sir!"
2360,A merry Christmas         to you!”
2361,"And Scrooge said often afterwards, that of all the blithe         sounds he had ever heard, those were the blithest in his ears."
2362,"He had not gone far, when coming on towards him he beheld the portly         gentleman, who had walked into his counting-house the day before, and         said, “Scrooge and Marley’s, I believe?”"
2363,It sent a         pang across his heart to think how this old gentleman would look upon         him when they met;
2364,"but he knew what path lay straight before him, and he         took it."
2365,"“My dear sir,” said Scrooge, quickening his pace, and taking         the old gentleman by both his hands."
2366,“How do you do?
2367,I hope you         succeeded yesterday.
2368,It was very kind of you.
2369,"A merry Christmas to you,         sir!”"
2370,“Mr.
2371,Scrooge?”
2372,"“Yes,” said Scrooge."
2373,"“That is my name, and I fear it         may not be pleasant to you."
2374,Allow me to ask your pardon.
2375,And will you         have the goodness”—here Scrooge whispered in his ear.
2376,“Lord bless me!”
2377,"cried the gentleman, as if his breath were         taken away."
2378,“My dear Mr.
2379,"Scrooge, are you serious?”"
2380,"“If you please,” said Scrooge."
2381,“Not a farthing less.
2382,"A         great many back-payments are included in it, I assure you."
2383,Will you do         me that favour?”
